Date,Hour,Rentals_Count,Temperature_C,Humidity_pct,Wind_Speed_ms,Visibility_m,Solar_Radiation_MJm2,Rainfall_mm,Snowfall_cm,Season,Holiday,Functioning_Day,Library_Branch,Top_Category,Membership_Type,Day_of_Week
05/01/2023,15,33,26.5,48.8,7.8,861,1.17,0.0,0,Winter,No,Yes,Corniche Kiosk,History,Regular,Thursday
05/01/2023,19,74,25.0,38.2,1.5,1305,0.00,0.0,0,Winter,No,Yes,Downtown Central,Business,Walk-in,Thursday
05/01/2023,21,23,23.9,38.4,5.1,879,0.00,0.0,0,Winter,No,Yes,Corniche Kiosk,Children,Walk-in,Thursday
05/01/2023,22,51,23.2,49.6,7.4,881,0.00,0.0,0,Winter,No,Yes,Downtown Central,Arabic Literature,Regular,Thursday
06/01/2023,9,27,21.2,,6.3,1546,2.36,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Technology,Regular,Friday
06/01/2023,11,58,24.3,38.5,1.7,1541,2.36,0.0,0,Winter,Yes,Yes,University Branch,Business,Walk-in,Friday
06/01/2023,12,19,26.4,44.2,3.7,955,1.86,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Children,Regular,Friday
06/01/2023,13,42,25.9,54.3,1.1,1845,2.61,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Non-Fiction,Regular,Friday
06/01/2023,15,34,27.3,62.1,7.1,1572,3.45,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Science,Walk-in,Friday
06/01/2023,16,75,28.2,58.8,5.4,1186,1.66,0.0,0,Winter,Yes,Yes,Downtown Central,Business,Regular,Friday
06/01/2023,19,36,24.5,50.0,4.7,1264,0.00,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Science,Premium,Friday
06/01/2023,20,42,22.6,53.0,2.8,1941,0.00,0.0,0,Winter,Yes,Yes,University Branch,History,Student,Friday
06/01/2023,21,11,23.3,60.7,3.2,1664,0.00,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Technology,Walk-in,Friday
07/01/2023,9,38,20.6,75.0,7.1,1917,1.45,0.0,0,Winter,No,Yes,Al Hamra Branch,History,walk-in,Saturday
07/01/2023,10,46,23.1,69.7,6.0,1433,0.39,0.0,0,Winter,No,Yes,al hamra branch,Non-Fiction,Regular,Saturday
07/01/2023,11,50,25.2,61.9,4.3,824,3.06,1.9,0,Winter,No,Yes,Al Hamra Branch,Technology,Regular,Saturday
07/01/2023,12,40,25.7,69.5,0.8,1042,2.77,0.0,0,Winter,No,Yes,Al Hamra Branch,Technology,Walk-in,Saturday
07/01/2023,15,31,28.1,61.2,6.0,895,2.11,0.0,0,Winter,No,Yes,Corniche Kiosk,Technology,Premium,Saturday
07/01/2023,16,106,26.6,60.5,1.7,837,2.97,0.0,0,Winter,No,Yes,University Branch,Fiction,Student,Saturday
07/01/2023,18,84,23.5,57.3,2.5,1336,3.49,0.0,0,Winter,No,Yes,University Branch,History,Regular,Saturday
07/01/2023,19,77,22.9,49.9,7.9,1750,0.00,0.0,0,Winter,No,Yes,University Branch,  Fiction  ,Premium,Saturday
07/01/2023,20,57,23.0,68.7,1.9,1960,0.00,0.0,0,Winter,No,Yes,Downtown Central,Non-Fiction,Student,Saturday
07/01/2023,21,46,22.1,47.2,7.3,1205,0.00,0.0,0,Winter,No,Yes,Downtown Central,Fiction,Regular,Saturday
07/01/2023,22,33,21.8,48.2,2.8,1662,0.00,0.0,0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Student,Saturday
08/01/2023,8,16,18.7,47.9,4.2,1859,2.29,0.0,0,Winter,No,Yes,Corniche Kiosk,Fiction,Regular,Sunday
08/01/2023,9,94,20.4,56.3,6.2,1039,1.78,0.0,0,Winter,No,Yes,Downtown Central,Fiction,Student,Sunday
08/01/2023,12,84,24.4,38.9,1.3,1300,1.08,0.0,0,Winter,No,Yes,Downtown Central,business,Premium,Sunday
08/01/2023,14,57,25.1,57.1,7.4,1847,2.58,0.0,0,Winter,No,Yes,Al Rawdah Branch,History,Premium,Sunday
08/01/2023,15,36,25.8,77.1,5.8,1628,1.71,0.0,0,Winter,No,Yes,Corniche Kiosk,Technology,Premium,Sunday
08/01/2023,16,80,23.4,62.4,2.3,1604,1.86,0.0,0,Winter,No,Yes,Downtown Central,Non-Fiction,Walk-in,Sunday
08/01/2023,18,57,22.0,50.5,6.9,845,3.23,0.0,0,Winter,No,Yes,Al Rawdah Branch,Fiction,Walk-in,Sunday
08/01/2023,20,32,19.0,67.1,5.9,817,0.00,0.0,0,Winter,No,Yes,Al Hamra Branch,history,Student,Sunday
08/01/2023,22,31,19.7,47.7,2.3,1601,0.00,0.0,0,Winter,No,Yes,Al Rawdah Branch,Arabic Literature,Premium,Sunday
09/01/2023,8,-44,23.3,69.3,5.6,1660,1.71,0.0,0,Winter,No,Yes,University Branch,  Fiction  ,Walk-in,Monday
09/01/2023,9,64,25.8,54.4,1.8,963,2.25,0.0,0,Winter,No,Yes,  University Branch ,Children,Walk-in,Monday
09/01/2023,10,74,26.1,50.6,4.0,986,0.66,0.0,0,Winter,No,Yes,Downtown Central,fiction,Walk-in,Monday
09/01/2023,11,82,27.8,52.4,4.8,1493,2.70,0.0,0,Winter,No,Yes,Al Rawdah Branch,Technology,Student,Monday
09/01/2023,16,77,28.4,56.2,2.2,1829,0.51,0.0,0,Winter,No,Yes,Downtown Central,Arabic Literature,Walk-in,Monday
09/01/2023,17,104,27.0,59.4,7.0,1200,3.35,4.7,0,Winter,No,Yes,Downtown Central,Business,Student,Monday
09/01/2023,18,66,24.9,72.7,0.6,1464,2.04,0.0,0,Winter,No,Yes,Al Hamra Branch,Science,Student,Monday
09/01/2023,22,48,25.5,60.4,0.9,841,0.00,0.0,0,Winter,No,Yes,downtown central,Fiction,Walk-in,Monday
10/01/2023,9,59,21.3,55.4,1.1,1951,1.61,0.0,0,Winter,No,Yes,Al Rawdah Branch,Technology,Regular,Tuesday
10/01/2023,10,63,22.6,51.1,7.2,1371,0.16,0.0,0,Winter,No,Yes,Al Hamra Branch,Fiction,Student,Tuesday
10/01/2023,11,37,24.0,69.6,3.8,1806,1.19,0.0,0,Winter,No,Yes,CORNICHE KIOSK,Arabic Literature,Premium,Tuesday
10/01/2023,16,74,27.4,64.1,1.3,806,1.08,0.0,0,Winter,No,Yes,Al Hamra Branch,Non-Fiction,Student,Tuesday
10/01/2023,18,60,-24.6,43.6,2.5,975,0.59,0.0,0,Winter,No,Yes,Al Hamra Branch,Business,Regular,Tuesday
10/01/2023,20,57,22.3,51.5,5.7,1375,0.00,0.0,0,winter,No,Yes,University Branch,Children,Premium,Tuesday
10/01/2023,22,32,23.0,45.9,6.5,1608,0.00,0.0,0,Winter,No,Yes,Al Hamra Branch,History,Premium,Tuesday
11/01/2023,8,27,17.5,40.7,6.1,1470,2.41,0.0,0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Walk-in,Wednesday
11/01/2023,10,62,20.1,53.6,1.4,1819,2.27,0.0,0,Winter,No,no,Al Rawdah Branch,History,Student,Wednesday
11/01/2023,13,48,24.6,38.2,7.0,1024,1.14,0.0,0,Winter,No,Yes,Al Hamra Branch,Business,Premium,Wednesday
11/01/2023,14,23,22.6,50.3,5.3,1632,2.26,0.0,0,Winter,No,Yes,Corniche Kiosk,Science,Walk-in,Wednesday
11/01/2023,17,33,20.9,65.1,0.7,1070,1.01,0.0,0,Winter,No,Yes,Corniche Kiosk,Business,Regular,Wednesday
11/01/2023,18,45,21.8,47.2,2.1,1685,2.41,0.0,0,Winter,No,Yes,Corniche Kiosk,Arabic Literature,Student,Wednesday
11/01/2023,20,39,19.4,50.0,2.6,1587,0.00,0.0,0,Winter,No,Yes,AL RAWDAH BRANCH,History,Student,Wednesday
11/01/2023,21,10,17.2,69.4,6.0,1350,0.00,0.0,0,,No,Yes,Al Hamra Branch,Non-Fiction,Walk-in,Wednesday
12/01/2023,9,0,,44.5,5.4,862,2.19,0.0,0,Winter,No,No,Al Rawdah Branch,Arabic Literature,Regular,Thursday
12/01/2023,10,0,26.3,67.2,6.3,1704,0.47,0.0,0,Winter,No,No,Al Rawdah Branch,Non-Fiction,Regular,Thursday
12/01/2023,11,0,26.1,60.0,5.0,1665,1.00,0.0,0,Winter,No,No,Downtown Central,Technology,Student,Thursday
12/01/2023,12,0,30.9,58.5,5.6,1715,3.34,0.0,0,Winter,No,No,DOWNTOWN CENTRAL,Non-Fiction,Regular,Thursday
12/01/2023,13,0,30.8,57.7,5.3,1801,2.38,0.0,0,Winter,No,No,University Branch,history,Regular,Thursday
12/01/2023,18,0,26.5,70.0,6.0,942,3.15,0.0,0,Winter,No,No,University Branch,Technology,regular,Thursday
12/01/2023,19,0,25.4,40.2,7.4,1015,0.00,0.0,0,Winter,No,No,Downtown Central,Arabic Literature,Student,Thursday
12/01/2023,20,0,24.3,54.4,2.0,1477,0.00,0.0,0,Winter,No,Y,corniche kiosk,History,walk-in,Thursday
12/01/2023,21,0,25.9,61.5,4.5,1086,0.00,0.0,0,Winter,No,No,Downtown Central,Science,Premium,Thursday
13/01/2023,8,26,19.1,45.4,3.5,1443,3.38,0.0,0,Winter,Yes,Yes,Al Hamra Branch,business,Premium,Friday
13/01/2023,9,43,20.3,55.2,1.3,1753,0.43,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Science,Student,Friday
13/01/2023,11,50,22.0,46.6,6.7,1274,0.10,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Children,Student,Friday
13/01/2023,12,32,23.6,55.5,4.1,1738,1.20,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Arabic Literature,Premium,Friday
13/01/2023,13,35,23.8,72.1,6.8,1757,1.24,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Science,Student,Friday
13/01/2023,14,32,25.2,44.2,2.0,957,2.51,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Fiction,Regular,Friday
13/01/2023,15,18,25.0,53.2,4.7,1868,2.15,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Science,Walk-in,Friday
13/01/2023,18,46,21.3,71.1,7.1,906,,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Business,Regular,Friday
13/01/2023,19,42,22.5,60.7,1.1,1815,0.00,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Technology,Regular,Friday
13/01/2023,20,25,20.7,67.6,2.5,1138,0.00,0.0,0,Winter,Yes,Yes,Downtown Central,Arabic Literature,Walk-in,Friday
13/01/2023,21,9,18.9,55.9,7.1,1243,0.00,0.0,0,Winter,Yes,Yes,AL HAMRA BRANCH,Business,Walk-in,Friday
13/01/2023,22,14,19.3,49.4,6.9,842,0.00,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Science,Regular,Friday
14/01/2023,8,16,18.9,65.0,1.3,927,2.73,0.0,0,Winter,No,Yes,Corniche Kiosk,children,Walk-in,Saturday
14/01/2023,9,61,18.1,73.1,5.6,1967,0.80,0.0,0,Winter,No,Yes,university branch,Children,Premium,Saturday
14/01/2023,11,45,20.9,49.8,2.0,869,0.12,1.8,0,Winter,No,Yes,Al Rawdah Branch,Technology,Premium,Saturday
14/01/2023,12,46,23.9,77.3,,1613,0.94,0.0,0,Winter,No,Yes,Downtown Central,Fiction,Walk-in,Saturday
14/01/2023,14,28,23.4,43.7,5.5,1812,1.31,0.0,0,Winter,No,Yes,Corniche Kiosk,  Technology  ,Premium,Saturday
14/01/2023,15,26,22.3,55.4,7.3,1286,2.58,0.0,0,Winter,No,Yes,Corniche Kiosk,History,Premium,Saturday
14/01/2023,16,56,22.7,62.1,1.2,1226,2.60,0.0,0,Winter,No,Yes,Al Hamra Branch,Children,Premium,Saturday
,17,51,21.9,71.0,7.0,1016,0.28,0.0,0,Winter,,Yes,Al Rawdah Branch,Children,Regular,Saturday
14/01/2023,18,58,20.2,66.1,5.6,1552,0.87,0.0,0,Winter,No,Yes,Al Hamra Branch,Technology,Student,Saturday
14/01/2023,19,70,19.3,52.7,2.1,826,0.00,0.0,0,Winter,No,Yes,  Downtown Central ,Children,Regular,Saturday
14/01/2023,21,22,17.2,50.7,4.4,1547,0.00,0.0,0,Winter,No,Yes,University Branch,Non-Fiction,Regular,Saturday
14/01/2023,22,22,18.9,61.8,6.3,890,0.00,0.0,0,Winter,No,Yes,Al Hamra Branch,History,Walk-in,Saturday
15/01/2023,9,48,21.8,65.7,1.3,1635,0.21,0.0,0,Winter,No,Yes,Al Rawdah Branch,Non-Fiction,Walk-in,Sunday
15/01/2023,10,30,24.0,60.8,5.9,1069,3.35,0.0,0,Winter,No,Yes,Corniche Kiosk,Non-Fiction,Walk-in,Sunday
15/01/2023,11,64,22.1,69.5,2.2,1572,1.41,0.0,0,Winter,No,Yes,University Branch,Business,Walk-in,Sunday
15/01/2023,13,48,26.8,,3.0,1721,2.10,0.0,0,Winter,No,Yes,Al Hamra Branch,Business,Regular,Sunday
15/01/2023,14,55,24.7,,6.7,1029,1.18,0.0,0,Winter,No,Yes,Downtown Central,Non-Fiction,Walk-in,Sunday
15/01/2023,15,38,25.3,70.0,5.1,1631,0.87,0.0,0,Winter,No,Yes,Al Hamra Branch,Technology,Walk-in,Sunday
15/01/2023,17,30,23.5,70.9,4.6,1564,2.49,0.0,0,Winter,No,Yes,Corniche Kiosk,Business,Walk-in,Sunday
15/01/2023,19,68,23.0,52.1,5.1,1611,0.00,0.0,0,Winter,No,Yes,Al Rawdah Branch,  Arabic Literature  ,Student,Sunday
15/01/2023,20,29,20.0,64.3,3.3,1506,0.00,0.0,0,Winter,No,Yes,al rawdah branch,History,Premium,Sunday
15/01/2023,21,37,21.2,67.5,6.4,1460,0.00,0.0,0,Winter,No,Yes,Al Hamra Branch,History,Student,Sunday
15/01/2023,22,42,19.7,49.5,5.3,1902,0.00,0.0,0,Winter,No,Yes,Downtown Central,Children,Walk-in,Sunday
16/01/2023,8,25,17.9,47.5,0.9,1753,1.95,0.0,0,Winter,No,Yes,Al Rawdah Branch,Technology,Walk-in,Monday
16/01/2023,9,49,16.8,66.2,3.5,1593,1.66,0.0,0,Winter,No,Yes,al rawdah branch,Arabic Literature,Premium,Monday
16/01/2023,11,60,19.6,55.9,4.3,993,0.77,0.0,0,Winter,No,Yes,Al Rawdah Branch,Non-Fiction,Student,Monday
16/01/2023,13,58,22.4,39.4,4.1,1194,2.31,0.0,0,Winter,No,Yes,Al Rawdah Branch,Children,Premium,Monday
16/01/2023,14,26,24.0,68.2,6.0,1552,2.55,0.0,0,Winter,No,Yes,Corniche Kiosk,Fiction,Walk-in,Monday
16/01/2023,15,58,21.6,53.0,7.9,1621,2.65,0.0,0,,No,Yes,Al Rawdah Branch,Science,Student,Monday
16/01/2023,16,75,-24.0,66.9,4.6,1009,2.29,0.0,0,Winter,No,Yes,Downtown Central,Technology,Walk-in,Monday
16/01/2023,18,32,21.0,62.3,3.0,936,2.36,0.0,0,winter,No,Yes,Corniche Kiosk,Science,Walk-in,Monday
16/01/2023,19,35,19.9,78.4,1.8,1796,0.00,0.0,0,Winter,No,Yes,Corniche Kiosk,Science,Premium,Monday
16/01/2023,20,14,19.2,61.1,1.2,1591,0.00,0.0,0,Winter,No,Yes,Corniche Kiosk,Fiction,Walk-in,Monday
16/01/2023,21,33,19.2,51.2,5.8,1747,0.00,0.0,0,Winter,No,Yes,Downtown Central,Fiction,Walk-in,Monday
16/01/2023,22,24,17.7,57.0,2.8,1213,0.00,0.0,0,Winter,No,Yes,al rawdah branch,Non-Fiction,Student,Monday
17/01/2023,8,22,17.2,74.1,4.4,1034,2.74,0.0,0,Winter,Yes,Yes,al rawdah branch,Science,Regular,Tuesday
17/01/2023,10,18,20.2,65.8,7.7,1346,1.41,0.9,0,Winter,Yes,Yes,Corniche Kiosk,Non-Fiction,Regular,Tuesday
17/01/2023,11,45,19.9,56.3,2.2,1641,2.80,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Fiction,Premium,Tuesday
17/01/2023,12,56,24.8,44.3,2.4,1542,0.55,0.0,0,Winter,Yes,Yes,Downtown Central,Business,Regular,Tuesday
17/01/2023,15,53,23.8,56.5,5.6,1010,3.42,0.0,0,Winter,Yes,Yes,University Branch,Children,Regular,Tuesday
17/01/2023,16,47,23.0,,4.8,1074,0.35,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Arabic Literature,Walk-in,Tuesday
17/01/2023,17,47,19.9,65.3,6.1,1112,1.26,0.0,0,Winter,Yes,Yes,Al Hamra Branch,Children,Regular,Tuesday
17/01/2023,18,85,22.0,71.8,7.5,1306,2.14,0.0,0,Winter,Yes,Yes,Downtown Central,Non-Fiction,Student,Tuesday
17/01/2023,22,25,19.4,46.3,1.2,1924,0.00,0.0,0,Winter,Yes,Yes,Downtown Central,Fiction,Walk-in,Tuesday
18/01/2023,10,64,27.0,60.5,3.1,1448,2.82,0.0,0,Winter,No,Yes,Al Hamra Branch,Arabic Literature,Premium,Wednesday
18/01/2023,14,56,29.7,50.9,5.3,1794,0.77,0.0,0,Winter,No,Yes,Al Rawdah Branch,Technology,premium,Wednesday
18/01/2023,15,59,29.3,43.8,0.6,908,0.05,0.0,0,Winter,No,Yes,University Branch,Technology,Walk-in,Wednesday
18/01/2023,16,96,29.7,61.2,4.0,1725,1.82,0.0,0,Winter,No,Yes,university branch,Arabic Literature,premium,Wednesday
18/01/2023,19,43,27.2,51.3,7.8,1497,0.00,0.0,0,Winter,No,Yes,  Corniche Kiosk ,Science,Premium,Wednesday
18/01/2023,20,17,25.6,39.5,5.9,1101,0.00,3.5,0,Winter,No,,Corniche Kiosk,Technology,Walk-in,Wednesday
18/01/2023,21,43,25.3,53.9,2.9,876,0.00,0.0,0,,No,Yes,  University Branch ,History,Walk-in,Wednesday
18/01/2023,22,42,25.2,38.9,5.9,816,0.00,0.0,0,Winter,No,Yes,university branch,  Non-Fiction  ,Walk-in,Wednesday
19/01/2023,9,35,23.1,61.9,5.8,1312,0.36,0.0,0,Winter,No,Yes,Corniche Kiosk,Arabic Literature,Premium,Thursday
19/01/2023,10,52,24.1,68.6,0.8,1141,0.06,0.0,0,Winter,No,Yes,Al Hamra Branch,Fiction,Premium,Thursday
19/01/2023,14,57,26.5,51.2,4.8,1061,0.27,0.0,0,Winter,No,Yes,University Branch,Science,Walk-in,Thursday
19/01/2023,16,75,27.6,43.2,3.4,1166,0.14,0.0,0,Winter,No,Yes,Al Rawdah Branch,Children,Student,Thursday
19/01/2023,17,51,24.1,67.0,4.1,1038,1.38,0.0,0,Winter,No,Yes,Corniche Kiosk,History,Student,Thursday
19/01/2023,18,59,25.2,45.7,6.2,1823,0.39,4.7,0,Winter,No,Yes,Al Rawdah Branch,Technology,Regular,Thursday
19/01/2023,19,81,24.3,44.5,2.0,1636,0.00,0.0,0,Winter,No,Yes,UNIVERSITY BRANCH,Fiction,Regular,Thursday
20/01/2023,10,61,26.0,62.5,2.8,1995,3.43,0.0,0,Winter,Yes,Yes,Downtown Central,Technology,Walk-in,Friday
20/01/2023,12,33,31.8,70.1,4.6,1048,0.49,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Science,Premium,Friday
20/01/2023,13,39,31.8,53.1,6.7,1564,2.58,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Non-Fiction,Student,Friday
20/01/2023,14,55,30.4,41.7,0.7,1717,0.05,0.0,0,Winter,Yes,Yes,University Branch,History,Student,Friday
20/01/2023,15,18,31.5,67.7,3.9,1792,0.15,0.0,0,Winter,Yes,Yes,Corniche Kiosk,Arabic Literature,Regular,Friday
20/01/2023,16,72,31.1,46.7,7.5,1635,0.47,0.0,0,Winter,Yes,Yes,University Branch,Fiction,Student,Friday
20/01/2023,22,29,24.4,54.7,1.8,1202,0.00,0.0,0,Winter,Yes,Yes,Al Rawdah Branch,Science,Student,Friday
21/01/2023,8,40,24.4,65.2,2.1,1022,0.19,0.0,0,,No,Yes,Al Rawdah Branch,Fiction,Premium,Saturday
21/01/2023,9,93,25.8,65.2,4.0,946,3.01,0.0,0,Winter,No,Yes,University Branch,History,Student,Saturday
21/01/2023,11,62,27.2,59.5,4.2,1016,2.13,0.0,0,Winter,No,Yes,Al Rawdah Branch,Fiction,Regular,Saturday
21/01/2023,12,35,30.6,54.2,5.1,835,0.61,0.0,0,Winter,No,Yes,Al Hamra Branch,Business,Walk-in,Saturday
21/01/2023,14,19,30.6,71.9,3.2,1964,0.98,4.9,0,Winter,No,Yes,Corniche Kiosk,Science,Walk-in,Saturday
21/01/2023,15,51,30.1,72.0,1.7,1208,1.69,0.0,0,,No,Yes,  Al Hamra Branch ,Children,Student,Saturday
21/01/2023,17,68,25.9,69.3,0.7,1710,2.24,0.0,0,Winter,No,Yes,Al Rawdah Branch,History,Premium,Saturday
21/01/2023,18,60,26.6,51.8,4.0,1611,0.37,2.1,0,Winter,No,Yes,Al Rawdah Branch,Business,Premium,Saturday
21/01/2023,22,24,24.3,51.4,5.1,1895,0.00,0.0,0,Winter,No,Yes,  Al Hamra Branch ,Children,Walk-in,Saturday
22/01/2023,11,66,22.2,53.9,1.8,1604,2.59,0.0,0,Winter,No,Yes,University Branch,Non-Fiction,Walk-in,Sunday
22/01/2023,13,51,25.9,68.1,3.9,1150,2.15,0.0,0,Winter,No,Yes,  Al Rawdah Branch ,Children,Premium,Sunday
22/01/2023,14,51,24.5,73.8,2.3,1643,1.38,0.0,0,winter,No,Yes,University Branch,Arabic Literature,Walk-in,Sunday
22/01/2023,17,72,23.4,41.1,6.5,1832,3.13,0.0,0,Winter,No,Yes,University Branch,Science,Walk-in,Sunday
22/01/2023,18,111,22.5,47.3,7.9,1980,2.73,0.0,0,Winter,No,Yes,Downtown Central,Non-Fiction,Student,Sunday
22/01/2023,19,34,22.8,45.5,7.4,1699,0.00,0.0,0,Winter,No,Yes,Corniche Kiosk,Technology,Regular,Sunday
23/01/2023,10,93,27.0,47.8,1.6,1921,0.54,0.0,0,Winter,No,Yes,University Branch,Arabic Literature,Student,Monday
23/01/2023,11,62,25.6,49.5,3.8,1147,2.79,0.0,0,Winter,No,Yes,Al Hamra Branch,Fiction,Regular,Monday
23/01/2023,12,75,28.0,60.9,6.7,814,0.34,0.0,0,Winter,No,Yes,  University Branch ,Children,Student,Monday
23/01/2023,15,59,29.8,42.6,1.9,1153,2.31,0.0,0,Winter,No,Yes,University Branch,  Technology  ,Walk-in,Monday
23/01/2023,16,48,29.0,56.2,1.3,1330,0.91,0.4,0,Winter,No,Yes,Al Hamra Branch,Business,Regular,Monday
23/01/2023,19,61,26.0,44.7,6.6,1378,0.00,0.0,0,Winter,No,Yes,al hamra branch,Children,Premium,Monday
